,timestamp,open,high,low,close,volume
31,2020-11-19 15:45:00,117.3,117.31,117.285,117.29,5272
32,2020-11-19 15:44:00,117.35,117.35,117.295,117.295,7843
33,2020-11-19 15:43:00,117.24,117.33,117.22,117.33,12393
34,2020-11-19 15:42:00,117.3,117.31,117.22,117.25,12934
35,2020-11-19 15:41:00,117.3,117.3001,117.225,117.3,8561
36,2020-11-19 15:40:00,117.26,117.3102,117.25,117.3052,4826
37,2020-11-19 15:39:00,117.32,117.33,117.28,117.29,9127
38,2020-11-19 15:38:00,117.33,117.338,117.27,117.32,6043
39,2020-11-19 15:37:00,117.3723,117.3723,117.3244,117.33,6117
40,2020-11-19 15:36:00,117.3,117.45,117.28,117.37,13461
41,2020-11-19 15:35:00,117.18,117.32,117.18,117.3,9050
42,2020-11-19 15:34:00,117.2,117.25,117.17,117.2,11861
43,2020-11-19 15:33:00,117.18,117.21,117.15,117.205,5560
44,2020-11-19 15:32:00,117.23,117.23,117.161,117.19,12076
45,2020-11-19 15:31:00,117.3,117.35,117.22,117.24,11531
46,2020-11-19 15:30:00,117.2601,117.3,117.25,117.28,8049
47,2020-11-19 15:29:00,117.22,117.2855,117.2111,117.27,8921
48,2020-11-19 15:28:00,117.23,117.245,117.2,117.215,13902
49,2020-11-19 15:27:00,117.26,117.28,117.23,117.23,13084
50,2020-11-19 15:26:00,117.26,117.28,117.2,117.26,13265
51,2020-11-19 15:25:00,117.2,117.26,117.19,117.25,9607
52,2020-11-19 15:24:00,117.25,117.25,117.175,117.23,7994
53,2020-11-19 15:23:00,117.2263,117.265,117.2201,117.24,7077
54,2020-11-19 15:22:00,117.19,117.21,117.19,117.21,4742
55,2020-11-19 15:21:00,117.18,117.23,117.17,117.2,6613
56,2020-11-19 15:20:00,117.221,117.225,117.17,117.18,6729
57,2020-11-19 15:19:00,117.21,117.26,117.21,117.22,5126
58,2020-11-19 15:18:00,117.27,117.2801,117.1695,117.2,7972
59,2020-11-19 15:17:00,117.29,117.31,117.24,117.26,5576
60,2020-11-19 15:16:00,117.36,117.39,117.33,117.33,4793
61,2020-11-19 15:15:00,117.361,117.375,117.31,117.35,27342
62,2020-11-19 15:14:00,117.36,117.375,117.33,117.375,5290
63,2020-11-19 15:13:00,117.32,117.39,117.31,117.37,7035
64,2020-11-19 15:12:00,117.28,117.32,117.28,117.3148,7760
65,2020-11-19 15:11:00,117.24,117.27,117.24,117.27,4822
66,2020-11-19 15:10:00,117.25,117.2501,117.225,117.2402,2685
67,2020-11-19 15:09:00,117.2,117.25,117.19,117.24,5072
68,2020-11-19 15:08:00,117.215,117.22,117.12,117.205,8557
69,2020-11-19 15:07:00,117.19,117.23,117.17,117.21,7043
70,2020-11-19 15:06:00,117.3,117.3,117.21,117.21,3641
71,2020-11-19 15:05:00,117.32,117.32,117.28,117.3,4490
72,2020-11-19 15:04:00,117.43,117.44,117.33,117.33,10314
73,2020-11-19 15:03:00,117.3848,117.42,117.3701,117.42,12623
74,2020-11-19 15:02:00,117.34,117.38,117.34,117.37,10909
75,2020-11-19 15:01:00,117.265,117.34,117.26,117.332,15847
76,2020-11-19 15:00:00,117.24,117.26,117.23,117.25,5154
77,2020-11-19 14:59:00,117.2,117.25,117.19,117.25,4799
78,2020-11-19 14:58:00,117.24,117.24,117.16,117.18,4369
79,2020-11-19 14:57:00,117.24,117.29,117.24,117.25,2758
80,2020-11-19 14:56:00,117.165,117.23,117.165,117.23,5500
81,2020-11-19 14:55:00,117.2,117.247,117.16,117.16,9053
82,2020-11-19 14:54:00,117.24,117.26,117.215,117.215,2468
83,2020-11-19 14:53:00,117.24,117.28,117.24,117.27,3840
84,2020-11-19 14:52:00,117.29,117.29,117.22,117.22,4675
85,2020-11-19 14:51:00,117.31,117.33,117.26,117.28,2896
86,2020-11-19 14:50:00,117.35,117.35,117.315,117.33,3093
87,2020-11-19 14:49:00,117.3611,117.375,117.34,117.35,9678
88,2020-11-19 14:48:00,117.37,117.398,117.35,117.37,4086
89,2020-11-19 14:47:00,117.372,117.43,117.372,117.4,4284
90,2020-11-19 14:46:00,117.39,117.395,117.36,117.39,9277
91,2020-11-19 14:45:00,117.4,117.42,117.38,117.39,5782
92,2020-11-19 14:44:00,117.377,117.41,117.36,117.41,10659
93,2020-11-19 14:43:00,117.31,117.41,117.27,117.35,15836
94,2020-11-19 14:42:00,117.26,117.32,117.245,117.32,13165
95,2020-11-19 14:41:00,117.2,117.26,117.19,117.26,8815
96,2020-11-19 14:40:00,117.19,117.2058,117.19,117.19,2884
97,2020-11-19 14:39:00,117.19,117.1957,117.16,117.1957,3499
98,2020-11-19 14:38:00,117.11,117.215,117.11,117.21,7288
99,2020-11-19 14:37:00,117.07,117.1,117.03,117.1,3227
100,2020-11-19 14:36:00,116.99,117.1,116.99,117.06,7057
101,2020-11-19 14:35:00,116.98,117.0,116.976,116.99,2253
102,2020-11-19 14:34:00,116.96,117.02,116.96,116.9828,11185
103,2020-11-19 14:33:00,116.99,117.0,116.94,116.95,3557
104,2020-11-19 14:32:00,116.99,117.02,116.97,117.0,3772
105,2020-11-19 14:31:00,116.87,117.0,116.86,116.99,6704
106,2020-11-19 14:30:00,116.885,116.91,116.87,116.87,3031
107,2020-11-19 14:29:00,116.8798,116.8878,116.86,116.86,4189
108,2020-11-19 14:28:00,116.8628,116.875,116.84,116.87,5404
109,2020-11-19 14:27:00,116.84,116.88,116.84,116.86,7985
110,2020-11-19 14:26:00,116.8734,116.89,116.83,116.83,4946
111,2020-11-19 14:25:00,116.869,116.88,116.85,116.86,1637
112,2020-11-19 14:24:00,116.81,116.87,116.785,116.87,9954
113,2020-11-19 14:23:00,116.83,116.83,116.795,116.82,3152
114,2020-11-19 14:22:00,116.81,116.825,116.78,116.82,3604
115,2020-11-19 14:21:00,116.83,116.865,116.83,116.85,5414
116,2020-11-19 14:20:00,116.87,116.88,116.8,116.81,3825
117,2020-11-19 14:19:00,116.82,116.898,116.82,116.87,4426
118,2020-11-19 14:18:00,116.86,116.91,116.8189,116.82,6154
119,2020-11-19 14:17:00,116.8978,116.91,116.84,116.85,12033
120,2020-11-19 14:16:00,116.8465,116.91,116.8465,116.9,5717
121,2020-11-19 14:15:00,116.825,116.8953,116.825,116.86,5271
122,2020-11-19 14:14:00,116.785,116.83,116.78,116.83,6532
123,2020-11-19 14:13:00,116.8,116.8099,116.75,116.79,7895
124,2020-11-19 14:12:00,116.84,116.86,116.82,116.83,4784
125,2020-11-19 14:11:00,116.86,116.8634,116.82,116.835,6268
126,2020-11-19 14:10:00,116.87,116.89,116.86,116.8722,3901
127,2020-11-19 14:09:00,116.89,116.8982,116.84,116.87,4142
128,2020-11-19 14:08:00,116.85,116.9,116.85,116.9,2213
129,2020-11-19 14:07:00,116.86,116.89,116.83,116.86,10469
130,2020-11-19 14:06:00,116.907,116.9099,116.86,116.86,4541
131,2020-11-19 14:05:00,116.8666,116.88,116.86,116.88,3901
132,2020-11-19 14:04:00,116.8878,116.8958,116.845,116.862,5142
133,2020-11-19 14:03:00,116.91,116.95,116.88,116.895,4037
134,2020-11-19 14:02:00,116.88,116.9,116.84,116.9,3174
135,2020-11-19 14:01:00,116.805,116.87,116.75,116.87,6560
136,2020-11-19 14:00:00,116.8,116.8,116.76,116.8,2900
137,2020-11-19 13:59:00,116.8049,116.815,116.76,116.78,7009
138,2020-11-19 13:58:00,116.815,116.83,116.7778,116.8,18120
139,2020-11-19 13:57:00,116.845,116.86,116.8016,116.8175,7684
140,2020-11-19 13:56:00,116.88,116.88,116.85,116.85,4557
141,2020-11-19 13:55:00,116.865,116.89,116.85,116.85,6951
142,2020-11-19 13:54:00,116.87,116.87,116.85,116.865,5417
143,2020-11-19 13:53:00,116.88,116.898,116.8533,116.87,7050
144,2020-11-19 13:52:00,116.97,116.97,116.88,116.89,12542
145,2020-11-19 13:51:00,116.97,116.99,116.97,116.975,5371
146,2020-11-19 13:50:00,116.95,116.98,116.95,116.98,2697
147,2020-11-19 13:49:00,116.93,116.95,116.924,116.95,2719
148,2020-11-19 13:48:00,116.93,116.97,116.93,116.97,3334
149,2020-11-19 13:47:00,116.87,116.937,116.856,116.937,2662
150,2020-11-19 13:46:00,116.81,116.86,116.79,116.86,3846
151,2020-11-19 13:45:00,116.78,116.82,116.78,116.8,2915
152,2020-11-19 13:44:00,116.8,116.805,116.78,116.79,2176
153,2020-11-19 13:43:00,116.84,116.86,116.81,116.81,2147
154,2020-11-19 13:42:00,116.81,116.86,116.81,116.8578,1815
155,2020-11-19 13:41:00,116.89,116.89,116.802,116.802,2239
156,2020-11-19 13:40:00,116.8888,116.8888,116.85,116.86,2348
157,2020-11-19 13:39:00,116.84,116.9,116.84,116.9,6009
158,2020-11-19 13:38:00,116.876,116.876,116.76,116.82,3536
159,2020-11-19 13:37:00,116.84,116.88,116.84,116.88,1460
160,2020-11-19 13:36:00,116.87,116.8727,116.83,116.8422,3898
161,2020-11-19 13:35:00,116.8822,116.89,116.875,116.875,1966
162,2020-11-19 13:34:00,116.95,116.95,116.87,116.89,3518
163,2020-11-19 13:33:00,116.96,116.96,116.8914,116.94,2614
164,2020-11-19 13:32:00,117.01,117.04,116.9998,116.9998,3322
165,2020-11-19 13:31:00,117.0,117.005,116.94,116.995,4821
166,2020-11-19 13:30:00,117.02,117.02,116.9922,117.01,2707
167,2020-11-19 13:29:00,117.05,117.06,117.0151,117.0151,2940
168,2020-11-19 13:28:00,117.0,117.04,116.995,117.035,2477
169,2020-11-19 13:27:00,117.08,117.1119,117.03,117.03,2605
170,2020-11-19 13:26:00,117.0083,117.2,117.0083,117.13,13774
171,2020-11-19 13:25:00,116.94,117.05,116.94,117.01,9562
172,2020-11-19 13:24:00,116.85,116.935,116.84,116.935,3728
173,2020-11-19 13:23:00,116.84,116.877,116.84,116.85,3082
174,2020-11-19 13:22:00,116.85,116.88,116.84,116.84,2812
175,2020-11-19 13:21:00,116.8695,116.89,116.856,116.88,4764
176,2020-11-19 13:20:00,116.89,116.89,116.86,116.87,2378
177,2020-11-19 13:19:00,116.83,116.8595,116.83,116.8595,2864
178,2020-11-19 13:18:00,116.885,116.885,116.82,116.84,2532
179,2020-11-19 13:17:00,116.87,116.88,116.81,116.88,3131
180,2020-11-19 13:16:00,116.83,116.87,116.81,116.8622,3927
181,2020-11-19 13:15:00,116.81,116.84,116.81,116.83,4507
182,2020-11-19 13:14:00,116.75,116.8,116.75,116.78,4425
183,2020-11-19 13:13:00,116.785,116.785,116.745,116.76,3376
184,2020-11-19 13:12:00,116.82,116.82,116.8,116.82,2287
185,2020-11-19 13:11:00,116.76,116.8446,116.76,116.81,2829
186,2020-11-19 13:10:00,116.8,116.81,116.75,116.75,1827
187,2020-11-19 13:09:00,116.74,116.77,116.72,116.77,5718
188,2020-11-19 13:08:00,116.81,116.81,116.74,116.74,4059
189,2020-11-19 13:07:00,116.7579,116.82,116.75,116.81,6184
190,2020-11-19 13:06:00,116.83,116.83,116.7539,116.755,2273
191,2020-11-19 13:05:00,116.86,116.86,116.83,116.84,3094
192,2020-11-19 13:04:00,116.816,116.8766,116.79,116.87,12801
193,2020-11-19 13:03:00,116.77,116.87,116.76,116.83,6448
194,2020-11-19 13:02:00,116.7305,116.78,116.7305,116.78,2632
195,2020-11-19 13:01:00,116.615,116.74,116.615,116.7,9143
196,2020-11-19 13:00:00,116.61,116.65,116.59,116.6215,5788
197,2020-11-19 12:59:00,116.69,116.7051,116.6,116.6,3907
198,2020-11-19 12:58:00,116.6601,116.7,116.6601,116.7,3277
199,2020-11-19 12:57:00,116.57,116.656,116.57,116.656,2513
200,2020-11-19 12:56:00,116.5355,116.57,116.5355,116.565,4547
201,2020-11-19 12:55:00,116.56,116.57,116.55,116.55,1407
202,2020-11-19 12:54:00,116.62,116.62,116.605,116.605,1925
203,2020-11-19 12:53:00,116.61,116.63,116.6033,116.63,3849
204,2020-11-19 12:52:00,116.61,116.66,116.58,116.64,2823
205,2020-11-19 12:51:00,116.65,116.65,116.62,116.62,2347
206,2020-11-19 12:50:00,116.64,116.68,116.64,116.66,1344
207,2020-11-19 12:49:00,116.645,116.65,116.6078,116.625,2507
208,2020-11-19 12:48:00,116.68,116.689,116.68,116.689,1195
209,2020-11-19 12:47:00,116.73,116.73,116.63,116.6526,5603
210,2020-11-19 12:46:00,116.72,116.75,116.72,116.74,2412
211,2020-11-19 12:45:00,116.75,116.75,116.67,116.72,4946
212,2020-11-19 12:44:00,116.68,116.74,116.68,116.74,3321
213,2020-11-19 12:43:00,116.83,116.83,116.67,116.69,3582
214,2020-11-19 12:42:00,116.8932,116.9,116.83,116.83,2295
215,2020-11-19 12:41:00,116.92,116.92,116.88,116.89,2569
216,2020-11-19 12:40:00,116.85,116.961,116.85,116.95,6552
217,2020-11-19 12:39:00,116.7743,116.9,116.7743,116.8579,4811
218,2020-11-19 12:38:00,116.79,116.795,116.7799,116.7799,1059
219,2020-11-19 12:37:00,116.81,116.823,116.77,116.78,10355
220,2020-11-19 12:36:00,116.861,116.861,116.8,116.8,2664
221,2020-11-19 12:35:00,116.98,116.98,116.85,116.86,3860
222,2020-11-19 12:34:00,116.88,117.0,116.87,116.98,22551
223,2020-11-19 12:33:00,116.7789,116.9,116.7789,116.89,13419
224,2020-11-19 12:32:00,116.8222,116.84,116.77,116.77,3384
225,2020-11-19 12:31:00,116.81,116.83,116.79,116.83,4778
226,2020-11-19 12:30:00,116.7778,116.82,116.7778,116.8124,3628
227,2020-11-19 12:29:00,116.76,116.7852,116.745,116.78,5052
228,2020-11-19 12:28:00,116.73,116.78,116.73,116.76,6067
229,2020-11-19 12:27:00,116.68,116.74,116.68,116.74,3392
230,2020-11-19 12:26:00,116.7131,116.72,116.66,116.671,4803
231,2020-11-19 12:25:00,116.71,116.7158,116.69,116.7158,5884
232,2020-11-19 12:24:00,116.66,116.7055,116.66,116.705,13498
233,2020-11-19 12:23:00,116.78,116.78,116.67,116.67,3080
234,2020-11-19 12:22:00,116.78,116.83,116.77,116.79,7833
235,2020-11-19 12:21:00,116.68,116.81,116.67,116.77,13304
236,2020-11-19 12:20:00,116.68,116.69,116.66,116.6762,8374
237,2020-11-19 12:19:00,116.62,116.68,116.57,116.67,21449
238,2020-11-19 12:18:00,116.62,116.62,116.605,116.62,4763
239,2020-11-19 12:17:00,116.57,116.64,116.57,116.64,3389
240,2020-11-19 12:16:00,116.69,116.69,116.61,116.61,4696
241,2020-11-19 12:15:00,116.68,116.705,116.67,116.69,5144
242,2020-11-19 12:14:00,116.7,116.715,116.68,116.68,6522
243,2020-11-19 12:13:00,116.63,116.701,116.63,116.701,7703
244,2020-11-19 12:12:00,116.6,116.63,116.57,116.6247,6228
245,2020-11-19 12:11:00,116.5809,116.64,116.57,116.61,12363
246,2020-11-19 12:10:00,116.53,116.59,116.51,116.59,14458
247,2020-11-19 12:09:00,116.44,116.57,116.44,116.54,14315
248,2020-11-19 12:08:00,116.39,116.44,116.3766,116.44,4189
249,2020-11-19 12:07:00,116.36,116.4,116.3198,116.4,4063
250,2020-11-19 12:06:00,116.38,116.4,116.36,116.3845,1180
251,2020-11-19 12:05:00,116.39,116.39,116.355,116.36,3456
252,2020-11-19 12:04:00,116.42,116.42,116.395,116.3978,3127
253,2020-11-19 12:03:00,116.45,116.4869,116.4261,116.44,3885
254,2020-11-19 12:02:00,116.375,116.4659,116.36,116.4659,5427
255,2020-11-19 12:01:00,116.45,116.455,116.34,116.3796,5324
256,2020-11-19 12:00:00,116.41,116.46,116.3901,116.46,20557
257,2020-11-19 11:59:00,116.41,116.4584,116.41,116.42,4021
258,2020-11-19 11:58:00,116.3901,116.3901,116.33,116.3835,3509
259,2020-11-19 11:57:00,116.385,116.4299,116.385,116.39,2469
260,2020-11-19 11:56:00,116.36,116.39,116.35,116.37,3031
261,2020-11-19 11:55:00,116.37,116.37,116.33,116.36,3576
262,2020-11-19 11:54:00,116.36,116.37,116.35,116.37,2191
263,2020-11-19 11:53:00,116.38,116.38,116.31,116.36,3929
264,2020-11-19 11:52:00,116.38,116.38,116.31,116.33,6455
265,2020-11-19 11:51:00,116.49,116.52,116.42,116.42,8948
266,2020-11-19 11:50:00,116.4,116.4956,116.34,116.4956,6725
267,2020-11-19 11:49:00,116.52,116.525,116.41,116.41,6658
268,2020-11-19 11:48:00,116.5662,116.58,116.4727,116.49,6968
269,2020-11-19 11:47:00,116.55,116.6,116.55,116.56,4342
270,2020-11-19 11:46:00,116.5,116.55,116.49,116.55,4879
271,2020-11-19 11:45:00,116.46,116.52,116.46,116.5,3613
272,2020-11-19 11:44:00,116.55,116.57,116.45,116.4616,4741
273,2020-11-19 11:43:00,116.5503,116.575,116.522,116.549,4184
274,2020-11-19 11:42:00,116.44,116.565,116.44,116.565,5564
275,2020-11-19 11:41:00,116.355,116.45,116.355,116.45,3427
276,2020-11-19 11:40:00,116.35,116.37,116.34,116.36,4726
277,2020-11-19 11:39:00,116.4,116.4,116.2875,116.34,8734
278,2020-11-19 11:38:00,116.365,116.41,116.35,116.41,2096
279,2020-11-19 11:37:00,116.39,116.4,116.34,116.37,3993
280,2020-11-19 11:36:00,116.4,116.41,116.37,116.39,4092
281,2020-11-19 11:35:00,116.43,116.45,116.38,116.3999,3907
282,2020-11-19 11:34:00,116.525,116.54,116.44,116.44,6831
283,2020-11-19 11:33:00,116.65,116.65,116.45,116.52,13029
284,2020-11-19 11:32:00,116.7715,116.7879,116.665,116.665,3768
285,2020-11-19 11:31:00,116.75,116.8051,116.68,116.73,5839
286,2020-11-19 11:30:00,116.79,116.82,116.75,116.75,6477
287,2020-11-19 11:29:00,116.73,116.85,116.73,116.81,7523
288,2020-11-19 11:28:00,116.79,116.79,116.7201,116.74,2562
289,2020-11-19 11:27:00,116.85,116.85,116.76,116.81,7404
290,2020-11-19 11:26:00,116.93,116.93,116.8603,116.8603,3981
291,2020-11-19 11:25:00,116.88,116.91,116.87,116.9,4763
292,2020-11-19 11:24:00,116.82,116.87,116.82,116.87,3927
293,2020-11-19 11:23:00,116.78,116.83,116.78,116.81,5306
294,2020-11-19 11:22:00,116.8072,116.835,116.76,116.77,5263
295,2020-11-19 11:21:00,116.68,116.8128,116.67,116.8,4517
296,2020-11-19 11:20:00,116.64,116.69,116.64,116.68,6594
297,2020-11-19 11:19:00,116.58,116.67,116.58,116.65,4858
298,2020-11-19 11:18:00,116.56,116.61,116.54,116.59,3963
299,2020-11-19 11:17:00,116.605,116.605,116.55,116.56,5075
300,2020-11-19 11:16:00,116.56,116.63,116.56,116.5938,5706
301,2020-11-19 11:15:00,116.55,116.5633,116.5332,116.5497,3381
302,2020-11-19 11:14:00,116.58,116.58,116.53,116.56,8468
303,2020-11-19 11:13:00,116.6271,116.6271,116.58,116.59,3917
304,2020-11-19 11:12:00,116.65,116.6701,116.64,116.64,3736
305,2020-11-19 11:11:00,116.65,116.67,116.62,116.66,7222
306,2020-11-19 11:10:00,116.69,116.71,116.67,116.67,4970
307,2020-11-19 11:09:00,116.72,116.77,116.615,116.63,9109
308,2020-11-19 11:08:00,116.857,116.857,116.72,116.75,6188
309,2020-11-19 11:07:00,116.73,116.85,116.72,116.84,4934
310,2020-11-19 11:06:00,116.79,116.8,116.74,116.74,8986
311,2020-11-19 11:05:00,116.83,116.84,116.76,116.77,3833
312,2020-11-19 11:04:00,116.85,116.86,116.8331,116.85,2962
313,2020-11-19 11:03:00,116.9,116.91,116.8402,116.88,5507
314,2020-11-19 11:02:00,116.8847,116.9099,116.8644,116.9,4391
315,2020-11-19 11:01:00,116.8937,116.8937,116.8,116.865,5962
316,2020-11-19 11:00:00,116.96,117.011,116.8981,116.8981,5578
317,2020-11-19 10:59:00,116.91,116.97,116.91,116.97,5998
318,2020-11-19 10:58:00,117.02,117.07,116.86,116.9,8509
319,2020-11-19 10:57:00,117.15,117.165,117.06,117.06,3466
320,2020-11-19 10:56:00,117.045,117.14,117.04,117.14,6160
321,2020-11-19 10:55:00,117.06,117.07,117.035,117.06,3514
322,2020-11-19 10:54:00,117.02,117.1047,117.02,117.0748,3569
323,2020-11-19 10:53:00,117.05,117.07,116.98,117.01,6969
324,2020-11-19 10:52:00,117.15,117.18,117.1,117.1,3353
325,2020-11-19 10:51:00,117.14,117.2,117.12,117.1495,5474
326,2020-11-19 10:50:00,117.11,117.19,117.09,117.1601,6904
327,2020-11-19 10:49:00,117.0562,117.12,117.0562,117.12,3265
328,2020-11-19 10:48:00,117.07,117.13,117.06,117.07,6084
329,2020-11-19 10:47:00,117.01,117.07,117.01,117.06,2835
330,2020-11-19 10:46:00,117.0,117.065,117.0,117.05,8065
331,2020-11-19 10:45:00,116.9321,116.99,116.93,116.978,10373
332,2020-11-19 10:44:00,116.94,116.95,116.93,116.9325,2551
333,2020-11-19 10:43:00,116.85,116.97,116.85,116.97,10620
334,2020-11-19 10:42:00,116.79,116.85,116.77,116.85,8043
335,2020-11-19 10:41:00,116.81,116.85,116.805,116.805,4150
336,2020-11-19 10:40:00,116.72,116.84,116.69,116.8,8092
337,2020-11-19 10:39:00,116.65,116.69,116.6422,116.69,5940
338,2020-11-19 10:38:00,116.68,116.68,116.59,116.64,23336
339,2020-11-19 10:37:00,116.76,116.775,116.66,116.69,6703
340,2020-11-19 10:36:00,116.66,116.8,116.66,116.78,6442
341,2020-11-19 10:35:00,116.69,116.69,116.62,116.6325,4655
342,2020-11-19 10:34:00,116.62,116.74,116.57,116.69,5760
343,2020-11-19 10:33:00,116.63,116.68,116.63,116.63,4035
344,2020-11-19 10:32:00,116.6379,116.73,116.61,116.61,6468
345,2020-11-19 10:31:00,116.58,116.63,116.57,116.61,3861
346,2020-11-19 10:30:00,116.61,116.67,116.55,116.55,4973
347,2020-11-19 10:29:00,116.49,116.61,116.48,116.605,6080
348,2020-11-19 10:28:00,116.62,116.62,116.49,116.5,9776
349,2020-11-19 10:27:00,116.7,116.7015,116.65,116.65,10975
350,2020-11-19 10:26:00,116.7,116.73,116.66,116.695,6232
351,2020-11-19 10:25:00,116.91,116.91,116.7151,116.7151,11978
352,2020-11-19 10:24:00,116.95,116.95,116.87,116.91,23899
353,2020-11-19 10:23:00,116.94,116.9968,116.9092,116.965,7740
354,2020-11-19 10:22:00,116.9186,116.9878,116.9186,116.945,9210
355,2020-11-19 10:21:00,116.79,116.91,116.77,116.91,11812
356,2020-11-19 10:20:00,116.97,116.97,116.8555,116.8555,6417
357,2020-11-19 10:19:00,117.05,117.09,116.9,116.91,6514
358,2020-11-19 10:18:00,116.99,117.05,116.99,117.02,5361
359,2020-11-19 10:17:00,116.96,117.0213,116.96,117.0011,9457
360,2020-11-19 10:16:00,116.9037,117.05,116.9037,116.94,5739
361,2020-11-19 10:15:00,116.8195,116.92,116.8099,116.91,6771
362,2020-11-19 10:14:00,116.89,116.92,116.8,116.8,10156
363,2020-11-19 10:13:00,116.9793,116.9936,116.85,116.92,10094
364,2020-11-19 10:12:00,116.94,117.03,116.91,116.9679,6696
365,2020-11-19 10:11:00,117.02,117.02,116.81,116.92,13476
366,2020-11-19 10:10:00,116.91,117.07,116.83,117.01,13872
367,2020-11-19 10:09:00,116.97,116.99,116.92,116.9324,7399
368,2020-11-19 10:08:00,117.03,117.0501,116.95,116.99,5079
369,2020-11-19 10:07:00,117.18,117.19,116.97,117.0,7731
370,2020-11-19 10:06:00,117.045,117.2,117.045,117.16,5632
371,2020-11-19 10:05:00,116.9551,117.02,116.9,117.02,4583
372,2020-11-19 10:04:00,117.01,117.015,116.92,116.95,7655
373,2020-11-19 10:03:00,117.03,117.0899,116.97,117.0,51877
374,2020-11-19 10:02:00,117.0737,117.1,117.03,117.04,32796
375,2020-11-19 10:01:00,116.98,117.0667,116.96,117.055,16406
376,2020-11-19 10:00:00,117.054,117.055,116.92,116.9987,22549
377,2020-11-19 09:59:00,117.08,117.1741,117.02,117.02,6650
378,2020-11-19 09:58:00,117.03,117.105,117.01,117.075,7452
379,2020-11-19 09:57:00,117.14,117.14,116.97,116.97,6982
380,2020-11-19 09:56:00,117.32,117.32,117.18,117.18,6160
381,2020-11-19 09:55:00,117.35,117.365,117.26,117.34,3819
382,2020-11-19 09:54:00,117.2975,117.335,117.24,117.335,6034
383,2020-11-19 09:53:00,117.325,117.34,117.26,117.29,12851
384,2020-11-19 09:52:00,117.335,117.3598,117.25,117.31,13953
385,2020-11-19 09:51:00,117.28,117.28,117.145,117.24,10647
386,2020-11-19 09:50:00,117.145,117.4,117.14,117.29,17078
387,2020-11-19 09:49:00,117.2217,117.3,117.07,117.13,9732
388,2020-11-19 09:48:00,117.19,117.3072,117.18,117.21,11927
389,2020-11-19 09:47:00,116.89,117.1823,116.85,117.1823,8234
390,2020-11-19 09:46:00,116.81,116.93,116.8,116.92,10429
391,2020-11-19 09:45:00,116.69,116.785,116.68,116.785,3464
392,2020-11-19 09:44:00,116.76,116.76,116.58,116.65,12181
393,2020-11-19 09:43:00,116.7651,116.77,116.54,116.77,10212
394,2020-11-19 09:42:00,116.77,116.77,116.64,116.74,7734
395,2020-11-19 09:41:00,116.67,116.786,116.66,116.77,6113
396,2020-11-19 09:40:00,116.5454,116.68,116.5454,116.68,4035
397,2020-11-19 09:39:00,116.42,116.55,116.27,116.55,10910
398,2020-11-19 09:38:00,116.34,116.42,116.31,116.39,13693
399,2020-11-19 09:37:00,116.4709,116.5,116.29,116.3326,10849
400,2020-11-19 09:36:00,116.16,116.55,116.14,116.46,16461
401,2020-11-19 09:35:00,116.15,116.22,116.05,116.17,9915
402,2020-11-19 09:34:00,116.295,116.295,115.89,116.16,44003
403,2020-11-19 09:33:00,116.41,116.41,116.05,116.33,23807
404,2020-11-19 09:32:00,116.39,116.56,116.34,116.45,11523
